name,age,PA,AVG,OBP,SLG,OPS,ISO,k_rate,bb_rate
Manny Machado,32,678,0.27479674796748,0.334808259587021,0.460162601626016,0.794970861213037,0.185365853658537,0.193215339233038,0.0811209439528024
Brice Turang,25,659,0.287671232876712,0.359208523592085,0.434931506849315,0.7941400304414,0.147260273972603,0.227617602427921,0.100151745068285
Zach Neto,24,554,0.256972111553785,0.318840579710145,0.474103585657371,0.792944165367516,0.217131474103586,0.268953068592058,0.0595667870036101
Taylor Ward,31,663,0.227979274611399,0.316742081447964,0.474956822107081,0.791698903555045,0.246977547495682,0.26395173453997,0.113122171945701
Willson Contreras,33,562,0.257142857142857,0.344028520499109,0.446938775510204,0.790967296009313,0.189795918367347,0.252669039145908,0.0782918149466192
Spencer Torkelson,25,649,0.239786856127886,0.332819722650231,0.456483126110124,0.789302848760356,0.216696269982238,0.26040061633282,0.110939907550077
Kerry Carpenter,27,460,0.251732101616628,0.291304347826087,0.496535796766744,0.787840144592831,0.244803695150115,0.230434782608696,0.0391304347826087
Gunnar Henderson,24,651,0.273830155979203,0.348694316436252,0.438474870017331,0.787169186453583,0.164644714038128,0.210445468509985,0.0952380952380952
Spencer Horwitz,27,411,0.271978021978022,0.352798053527981,0.434065934065934,0.786863987593915,0.162087912087912,0.177615571776156,0.10705596107056
Wilyer Abreu,26,417,0.246648793565684,0.317307692307692,0.46916890080429,0.786476593111982,0.222520107238606,0.24220623501199,0.0959232613908873
Brandon Marsh,27,424,0.279683377308707,0.342042755344418,0.443271767810026,0.785314523154444,0.163588390501319,0.259433962264151,0.089622641509434
Brandon Lowe,30,553,0.256410256410256,0.307414104882459,0.477317554240631,0.78473165912309,0.220907297830375,0.269439421338156,0.0687160940325497
Isaac Collins,27,441,0.263440860215054,0.367579908675799,0.411290322580645,0.778870231256444,0.147849462365591,0.210884353741497,0.129251700680272
Jo Adell,26,570,0.23574144486692,0.292982456140351,0.484790874524715,0.777773330665066,0.249049429657795,0.264912280701754,0.0578947368421053
Elly De La Cruz,23,699,0.263910969793323,0.336194563662375,0.440381558028617,0.776576121690992,0.176470588235294,0.258941344778255,0.0958512160228898
Wyatt Langford,23,573,0.241308793456033,0.343804537521815,0.431492842535787,0.775297380057602,0.190184049079755,0.263525305410122,0.129144851657941
